PlayerID,Country,Age,Gender,VIP_Level,Registration_Date,Deposit,Withdrawal,Total_Bets,Revenue
35,Canada,48,Female,Gold,2025-01-05,3091,746,714,2345
36,Brazil,19,Female,Silver,2025-11-04,3147,416,356,2731
37,Australia,44,Male,Platinum,2023-09-08,2620,583,580,2037
38,Sweden,47,Male,Silver,2025-03-03,2289,1040,659,1249
39,Malta,55,Female,Bronze,2024-03-29,2393,2332,385,61
40,Malta,47,Female,Gold,2024-02-10,1074,965,413,109
41,Germany,30,Male,Platinum,2024-01-07,3952,1820,381,2132
42,Australia,33,Male,Platinum,2026-02-03,423,106,208,317
43,Sweden,56,Male,Gold,2023-09-21,3974,3185,745,789
44,Spain,29,Male,Gold,2025-07-03,1887,140,270,1747
45,UK,20,Male,Platinum,2024-03-11,3582,2871,317,711
46,Germany,38,Male,Gold,2024-11-21,2899,1015,133,1884
47,Canada,35,Male,Platinum,2026-03-01,4662,2469,497,2193
48,India,58,Male,Platinum,2024-05-14,3445,1832,235,1613
49,Italy,21,Male,Silver,2026-07-08,3785,883,83,2902
50,India,55,Male,Gold,2023-09-04,4657,351,393,4306
51,Brazil,57,Male,Gold,2025-02-07,4778,835,641,3943
52,UK,57,Male,Bronze,2025-05-16,3860,1445,578,2415
53,Spain,36,Female,Silver,2024-02-08,4323,4043,719,280
54,Spain,57,Male,Bronze,2024-04-20,4147,2774,208,1373
55,Germany,24,Male,Silver,2024-02-22,414,192,120,222
56,Australia,45,Female,Silver,2024-02-17,4138,958,87,3180
57,Italy,45,Male,Silver,2023-10-13,3964,1792,185,2172
58,Canada,59,Male,Gold,2024-02-04,604,146,702,458
59,Sweden,53,Female,Bronze,2024-09-28,1989,96,487,1893
60,Malta,34,Male,Silver,2023-09-04,4376,1167,690,3209
61,UK,30,Male,Platinum,2024-01-20,3094,901,74,2193
62,Spain,18,Female,Silver,2023-09-03,1713,460,554,1253
63,Germany,23,Male,Gold,2023-11-18,3189,302,117,2887
64,UK,34,Female,Bronze,2025-01-30,2699,2576,749,123
65,Italy,50,Male,Bronze,2023-12-03,3431,1070,216,2361
66,Italy,18,Female,Silver,2025-09-30,1360,1144,57,216
67,Australia,60,Female,Bronze,2025-05-25,4036,2106,441,1930
68,UK,51,Male,Gold,2026-04-03,1591,608,726,983
69,UK,48,Male,Platinum,2024-01-22,3716,1788,514,1928
70,Malta,51,Male,Gold,2026-02-24,1734,183,238,1551
71,Australia,37,Female,Gold,2024-06-04,3500,951,170,2549
72,Italy,58,Male,Platinum,2025-04-28,2511,314,93,2197
73,Malta,18,Male,Platinum,2024-10-27,3484,430,791,3054
74,Brazil,39,Female,Gold,2023-08-16,2006,560,193,1446
75,Italy,60,Female,Gold,2023-08-16,1102,634,325,468
76,UK,39,Male,Bronze,2025-04-08,4651,2615,643,2036
77,India,41,Female,Silver,2025-12-20,4983,1970,103,3013
78,India,57,Male,Platinum,2025-12-07,1848,1597,470,251
79,Canada,24,Male,Bronze,2023-12-13,4240,3583,561,657
80,Spain,27,Female,Platinum,2025-10-10,1904,1714,553,190
81,Canada,32,Male,Gold,2024-06-22,1461,1027,153,434
82,Germany,49,Female,Platinum,2025-05-23,1579,723,675,856
83,Italy,48,Male,Bronze,2024-06-17,2110,2108,606,2
84,Sweden,28,Female,Platinum,2024-01-12,3230,1869,798,1361
85,Spain,24,Male,Platinum,2024-12-02,1063,689,98,374
86,Australia,42,Male,Platinum,2024-04-22,3508,2269,784,1239
87,Germany,21,Male,Platinum,2024-12-07,1923,979,164,944
88,Canada,56,Male,Silver,2026-06-22,2837,426,284,2411
89,Germany,21,Female,Platinum,2024-08-27,3340,2538,288,802
90,Malta,32,Female,Gold,2025-09-25,3188,2975,582,213
91,Sweden,18,Male,Platinum,2024-08-20,2451,1660,432,791
92,Spain,35,Male,Platinum,2024-03-14,3860,2195,473,1665
93,Canada,32,Female,Bronze,2023-08-29,4692,3399,132,1293
94,UK,50,Male,Platinum,2024-10-14,359,57,86,302
95,Sweden,29,Female,Silver,2024-09-29,3790,1365,450,2425
96,Germany,27,Female,Platinum,2026-06-13,881,775,578,106
97,Sweden,44,Female,Platinum,2026-01-03,3856,128,123,3728
98,Canada,53,Male,Platinum,2024-02-07,4119,3005,188,1114
99,Sweden,41,Female,Silver,2026-04-04,4433,3371,769,1062
100,UK,57,Female,Gold,2025-06-09,3614,1851,204,1763
101,Australia,60,Male,Gold,2023-09-17,1201,578,791,623
102,Brazil,19,Female,Gold,2025-11-27,313,266,159,47
103,Germany,56,Male,Silver,2025-01-22,4425,3562,647,863
104,Germany,37,Female,Platinum,2025-11-10,3860,1646,345,2214
105,Canada,60,Male,Silver,2025-04-24,2836,1466,590,1370
106,UK,30,Female,Bronze,2023-11-04,3346,631,447,2715
107,Australia,35,Female,Silver,2025-04-15,1420,710,560,710
108,Italy,53,Male,Platinum,2024-04-17,3681,1885,496,1796
109,India,38,Female,Silver,2024-12-26,1723,754,768,969
110,UK,38,Male,Platinum,2024-11-29,4658,2889,340,1769
111,Australia,53,Male,Silver,2024-03-09,4190,273,671,3917
112,Australia,28,Male,Platinum,2023-12-15,2659,1033,663,1626
113,UK,31,Female,Gold,2023-08-03,170,149,243,21
114,Malta,31,Male,Silver,2024-11-23,4133,1995,302,2138
115,Germany,25,Male,Gold,2024-10-20,4721,751,52,3970
116,Italy,44,Female,Gold,2024-12-31,2533,380,294,2153
117,Australia,35,Male,Bronze,2025-11-01,758,88,781,670
118,Australia,18,Male,Platinum,2024-06-20,2017,1994,748,23
119,Germany,57,Male,Silver,2024-04-17,2978,1157,671,1821
120,UK,47,Male,Bronze,2024-11-12,241,179,356,62
121,Germany,49,Male,Bronze,2024-10-07,912,69,572,843
122,Germany,28,Female,Gold,2023-12-04,848,332,500,516
123,Malta,38,Male,Gold,2024-01-22,4354,1190,227,3164
124,Australia,29,Male,Platinum,2026-01-21,1794,250,216,1544
125,Sweden,59,Male,Silver,2025-02-07,3749,457,29,3292
126,Australia,44,Male,Platinum,2024-02-24,515,298,683,217
127,Canada,38,Male,Platinum,2026-05-11,2314,664,464,1650
128,Germany,59,Female,Gold,2025-08-30,2635,1210,593,1425
129,Spain,49,Female,Bronze,2025-04-09,4773,4133,405,640
130,UK,56,Female,Platinum,2026-04-28,3244,2648,413,596
131,Brazil,38,Female,Platinum,2024-05-10,737,423,354,314
132,Italy,48,Male,Platinum,2024-07-30,4684,2549,764,2135
133,Brazil,52,Female,Platinum,2023-12-27,1137,295,154,842
134,Italy,52,Female,Silver,2025-01-24,3950,678,676,3272
135,Spain,59,Male,Gold,2023-08-04,908,645,286,263
136,Canada,43,Female,Platinum,2025-08-20,3831,985,365,2846
137,UK,55,Male,Platinum,2023-11-29,3512,2999,597,513
138,Brazil,60,Female,Platinum,2026-04-26,4889,1168,650,3721
139,Spain,38,Male,Platinum,2024-03-10,2597,684,398,1913
140,Australia,60,Male,Bronze,2025-10-15,1644,1500,213,144
141,Italy,47,Female,Silver,2024-09-11,2592,2193,513,399
142,Australia,38,Male,Silver,2025-03-04,4156,242,78,3914
143,India,38,Female,Platinum,2025-09-18,1807,275,185,1532
144,Sweden,24,Male,Platinum,2025-09-13,2155,627,372,1528
145,Brazil,42,Male,Bronze,2025-09-16,1416,602,281,814
146,Germany,50,Male,Bronze,2026-07-14,2986,2030,686,956
147,Malta,40,Male,Platinum,2025-06-23,1943,1265,238,678
148,Malta,34,Female,Gold,2025-03-18,1663,1595,792,68
149,Germany,25,Female,Gold,2025-12-16,1735,963,431,772
150,Spain,20,Female,Bronze,2023-09-03,402,99,743,303
151,UK,31,Male,Gold,2024-10-23,2578,1964,777,614
152,India,56,Male,Bronze,2026-07-13,2725,2717,303,8
153,Malta,29,Female,Silver,2024-12-16,3205,1621,504,1584
154,Australia,18,Female,Silver,2025-06-14,2340,2273,180,67
155,Brazil,21,Female,Bronze,2024-06-14,3410,296,467,3114
156,Canada,49,Female,Gold,2026-03-19,1149,70,462,1079
157,Canada,46,Female,Platinum,2026-06-27,3261,2065,304,1196
158,Malta,58,Female,Bronze,2024-10-08,1505,1059,603,446
159,Germany,55,Female,Platinum,2024-10-15,4128,133,706,3995
160,Sweden,42,Male,Platinum,2024-12-22,3690,3342,111,348
161,Canada,31,Female,Bronze,2026-01-16,1967,160,763,1807
162,Germany,41,Male,Platinum,2024-07-14,3551,1819,719,1732
163,India,52,Male,Bronze,2025-05-04,1912,1883,786,29
164,Australia,30,Male,Gold,2024-10-11,2154,446,418,1708
165,Sweden,27,Female,Bronze,2026-07-10,2735,885,298,1850
166,Malta,35,Female,Bronze,2025-06-06,2301,1659,456,642
167,India,43,Male,Silver,2024-04-29,3422,1199,497,2223
168,Malta,54,Female,Silver,2025-01-01,3006,1608,100,1398
169,India,53,Male,Platinum,2024-02-20,4433,4243,224,190
170,Canada,52,Male,Bronze,2024-09-01,2570,673,109,1897
171,Spain,35,Female,Gold,2025-11-07,1719,927,517,792
172,Italy,54,Male,Platinum,2025-03-21,1820,1416,67,404
173,Canada,52,Female,Bronze,2024-07-26,4254,1255,711,2999
174,Malta,53,Male,Bronze,2024-11-03,3973,1092,73,2881
175,Canada,40,Female,Platinum,2023-12-10,2653,93,23,2560
176,India,36,Male,Silver,2024-10-13,345,209,513,136
177,UK,18,Female,Platinum,2024-07-13,3006,1907,704,1099
178,Sweden,42,Male,Platinum,2025-08-05,2043,1215,372,828
179,Brazil,37,Male,Bronze,2026-03-18,721,449,311,272
180,Germany,54,Male,Platinum,2024-10-05,2399,957,582,1442
181,UK,19,Male,Gold,2025-03-23,4387,4022,370,365
182,India,56,Female,Platinum,2026-02-16,3151,433,143,2718
183,India,44,Female,Gold,2024-06-14,2157,2012,522,145
184,Malta,51,Female,Bronze,2024-09-14,4218,1401,289,2817
185,Sweden,33,Male,Bronze,2025-10-03,1503,1083,447,420
186,Spain,43,Female,Platinum,2025-01-11,722,233,794,489
187,India,26,Male,Silver,2025-02-27,4467,2589,532,1878
188,Spain,18,Male,Platinum,2025-03-28,4700,2883,379,1817
189,Italy,32,Female,Gold,2025-08-14,2746,1104,104,1642
190,Spain,58,Female,Bronze,2024-10-31,875,660,536,215
191,Sweden,27,Male,Gold,2024-10-20,3312,886,614,2426
192,Australia,51,Female,Silver,2023-08-08,4260,231,317,4029
193,Sweden,32,Male,Platinum,2023-09-24,4431,846,381,3585
194,Germany,35,Male,Silver,2025-05-09,312,73,516,239
195,Sweden,38,Male,Gold,2023-10-01,4257,1153,516,3104
196,Australia,54,Male,Platinum,2024-02-06,3445,144,381,3301
197,India,22,Female,Platinum,2025-08-25,1028,113,307,915
198,Australia,49,Male,Bronze,2024-07-07,1528,186,58,1342
199,UK,45,Female,Bronze,2026-02-22,2759,1028,246,1731
200,Italy,18,Female,Platinum,2026-01-02,3818,2681,79,1137
201,Spain,31,Male,Bronze,2025-09-14,3471,3252,401,219
202,Malta,29,Male,Bronze,2023-08-10,139,87,542,52
203,Germany,33,Male,Gold,2025-12-07,2533,2496,207,37
204,Italy,24,Female,Gold,2026-04-28,2665,581,509,2084
205,Spain,43,Male,Gold,2023-09-30,232,161,239,71
206,UK,55,Female,Platinum,2025-07-10,983,981,156,2
207,India,39,Female,Platinum,2023-11-28,3239,1782,209,1457
208,Malta,51,Female,Bronze,2024-02-16,1782,1297,773,485
209,Spain,54,Male,Bronze,2024-02-01,3482,187,400,3295
210,Spain,50,Female,Bronze,2025-11-15,4031,3231,797,800
211,Malta,44,Female,Platinum,2025-11-02,1969,900,773,1069
212,Germany,41,Male,Silver,2024-01-14,1074,746,104,328
213,UK,37,Female,Bronze,2025-01-28,4940,165,652,4775
214,Germany,57,Female,Bronze,2024-11-06,1716,291,404,1425
215,Germany,46,Female,Silver,2025-04-12,386,279,168,107
216,Sweden,48,Female,Silver,2025-07-11,4962,3580,26,1382
217,Sweden,23,Female,Gold,2024-01-25,1130,1129,41,1
218,UK,33,Male,Silver,2024-05-11,3471,52,453,3419
219,Malta,38,Male,Bronze,2026-05-30,3745,2226,362,1519
220,Australia,32,Female,Bronze,2026-02-17,4868,964,385,3904
221,Canada,20,Male,Bronze,2026-04-19,2900,1402,595,1498
222,Germany,22,Male,Gold,2026-06-29,2766,630,178,2136
223,Spain,18,Male,Platinum,2025-01-09,982,982,704,0
224,Canada,41,Female,Bronze,2026-02-17,4213,1983,787,2230
225,UK,26,Male,Gold,2025-10-18,4449,578,713,3871
226,Brazil,33,Female,Bronze,2026-06-28,1968,109,109,1859
227,Canada,33,Male,Platinum,2024-02-15,4208,3984,800,224
228,India,41,Male,Bronze,2023-09-28,2071,1307,329,764
229,Brazil,22,Male,Silver,2023-12-05,4078,3853,133,225
230,Malta,60,Male,Platinum,2023-07-25,2615,1236,88,1379
231,Italy,20,Male,Gold,2023-10-07,2607,325,223,2282
232,Sweden,53,Female,Platinum,2025-02-15,1106,333,84,773
233,Canada,30,Male,Gold,2025-03-28,1923,493,468,1430
234,Germany,43,Male,Bronze,2026-03-07,3901,3298,410,603
235,Italy,37,Female,Bronze,2025-07-28,2952,715,553,2237
236,Italy,37,Female,Bronze,2024-10-29,4495,3236,310,1259
237,Malta,47,Male,Bronze,2023-10-10,292,196,240,96
238,UK,46,Male,Gold,2023-12-14,4132,4096,422,36
239,Australia,57,Male,Bronze,2026-01-15,2226,1157,335,1069
240,Germany,35,Female,Gold,2023-09-19,2980,633,397,2347
241,Italy,18,Female,Gold,2026-03-30,677,590,191,87
242,Germany,36,Female,Silver,2025-04-21,737,190,418,547
243,Canada,41,Male,Platinum,2024-05-10,1454,579,587,875
244,Sweden,18,Female,Gold,2024-01-27,3219,1248,44,1971
245,Italy,33,Male,Silver,2024-02-18,177,133,192,44
246,India,57,Female,Silver,2024-01-16,3217,1602,383,1615
247,Brazil,29,Female,Platinum,2023-09-23,2223,1527,125,696
248,Malta,42,Male,Silver,2026-01-23,1822,1188,38,634
249,Australia,56,Female,Bronze,2025-10-26,3246,2092,667,1154
250,India,45,Female,Silver,2026-01-28,4073,1876,395,2197
251,Brazil,60,Male,Silver,2024-06-02,2469,231,743,2238
252,Brazil,28,Male,Gold,2024-02-27,3276,679,258,2597
253,Sweden,42,Male,Platinum,2024-11-22,4639,1144,449,3495
254,Spain,36,Male,Bronze,2024-01-02,2900,411,631,2489
255,UK,28,Female,Platinum,2023-10-11,1497,526,679,971
256,Sweden,21,Male,Platinum,2024-12-30,948,336,362,612
257,Brazil,19,Female,Gold,2023-09-19,793,442,196,351
258,Brazil,43,Female,Silver,2025-05-23,1124,1094,285,30
259,Australia,55,Male,Bronze,2024-07-02,4093,778,394,3315
260,Italy,32,Male,Gold,2025-01-23,1162,1090,539,72
261,India,50,Male,Bronze,2026-04-12,1968,1723,359,245
262,Canada,43,Female,Bronze,2026-07-03,1705,1194,774,511
263,UK,36,Male,Platinum,2023-09-30,2569,262,611,2307
264,Germany,39,Male,Silver,2023-08-09,476,72,369,404
265,Malta,21,Female,Bronze,2026-04-25,103,99,524,4
266,Malta,25,Male,Silver,2024-08-11,2008,1743,334,265
267,Germany,34,Male,Gold,2025-07-27,4982,3382,787,1600
268,UK,36,Male,Silver,2025-09-12,4622,443,575,4179
269,Spain,54,Female,Platinum,2024-02-27,993,414,295,579
270,Italy,40,Female,Gold,2024-08-27,3199,2334,640,865
271,Canada,26,Female,Silver,2023-11-15,4160,1727,728,2433
272,Brazil,35,Male,Silver,2023-12-01,1922,1513,274,409
273,Sweden,45,Male,Silver,2025-01-01,2241,1961,533,280
274,Brazil,44,Female,Platinum,2025-03-07,3395,266,611,3129
275,Australia,26,Male,Gold,2024-07-31,4727,3619,599,1108
276,Canada,44,Male,Silver,2023-08-29,1065,340,144,725
277,Brazil,40,Male,Platinum,2025-12-01,410,256,50,154
278,Canada,31,Male,Bronze,2024-05-26,1477,354,222,1123
279,UK,60,Female,Silver,2025-04-28,645,369,524,276
280,Malta,50,Male,Silver,2026-01-23,2422,2105,199,317
281,Malta,56,Male,Silver,2025-08-30,2073,245,414,1828
282,UK,24,Male,Gold,2025-02-11,4834,917,741,3917
283,Australia,31,Female,Silver,2023-10-19,4666,1477,532,3189
284,India,53,Male,Bronze,2025-04-14,1080,240,580,840
285,India,38,Female,Silver,2025-03-29,737,94,522,643
286,Brazil,35,Male,Bronze,2024-02-14,4514,2039,800,2475
287,Malta,28,Female,Bronze,2025-11-23,3479,847,388,2632
288,Italy,40,Female,Bronze,2023-10-22,2896,1887,160,1009
289,Australia,43,Female,Bronze,2023-09-17,2503,787,498,1716
290,India,24,Male,Platinum,2024-11-07,2236,2220,462,16
291,Malta,38,Male,Bronze,2024-11-11,2779,1993,686,786
292,Canada,51,Female,Silver,2026-02-20,1851,1109,738,742
293,Italy,42,Male,Bronze,2026-04-15,2387,274,105,2113
294,Sweden,28,Female,Gold,2023-11-25,3818,75,49,3743
295,India,36,Female,Gold,2025-09-09,2021,638,314,1383
296,Germany,50,Male,Silver,2025-05-11,1267,114,600,1153
297,UK,30,Female,Platinum,2025-01-15,2322,1199,707,1123
298,Spain,60,Male,Platinum,2024-12-22,1525,697,473,828
299,Italy,47,Male,Bronze,2025-05-18,1458,1383,124,75
300,Australia,18,Male,Platinum,2024-04-25,3930,661,603,3269
301,Spain,39,Male,Platinum,2025-11-11,3455,1670,131,1785
302,UK,38,Male,Gold,2025-06-28,3888,689,637,3199
303,Spain,20,Female,Gold,2024-06-30,496,51,743,445
304,Spain,44,Female,Bronze,2026-01-09,740,99,77,641
305,Sweden,26,Male,Bronze,2025-10-26,641,325,236,316
306,Australia,19,Male,Bronze,2025-11-14,3450,786,541,2664
307,UK,58,Male,Gold,2026-01-13,2005,1707,180,298
308,Canada,27,Male,Platinum,2024-04-28,1526,648,650,878
309,Sweden,48,Female,Bronze,2024-03-05,2916,487,360,2429
310,UK,53,Female,Bronze,2023-09-02,2618,628,745,1990
311,Italy,44,Male,Bronze,2026-02-24,1218,213,44,1005
312,Canada,34,Male,Bronze,2024-11-12,4551,2888,338,1663
313,Australia,57,Male,Silver,2025-05-14,1450,1336,361,114
314,Sweden,33,Female,Silver,2023-11-04,2147,986,341,1161
315,Germany,50,Female,Bronze,2025-06-17,1595,1351,340,244
316,Australia,49,Female,Silver,2025-07-18,1837,162,374,1675
317,India,27,Male,Gold,2023-12-05,4506,2161,227,2345
318,India,23,Female,Silver,2024-02-26,4531,1774,473,2757
319,UK,22,Female,Bronze,2025-01-02,475,216,397,259
320,Sweden,43,Male,Gold,2025-05-08,4877,119,671,4758
321,Spain,22,Male,Bronze,2023-12-07,3952,1520,419,2432
322,Australia,19,Female,Platinum,2023-08-09,2950,2639,638,311
323,Australia,26,Male,Platinum,2026-05-09,792,589,466,203
324,Germany,46,Female,Platinum,2023-07-24,2306,1396,219,910
325,Malta,57,Male,Platinum,2025-11-27,2536,1566,516,970
326,Australia,18,Female,Gold,2025-03-09,2468,1153,154,1315
327,Germany,22,Female,Gold,2025-12-26,2606,527,21,2079
328,Canada,51,Male,Gold,2024-07-15,2893,2068,260,825
329,Brazil,58,Female,Silver,2025-09-23,1071,677,773,394
330,Brazil,34,Male,Platinum,2023-08-02,3674,1458,290,2216
331,Italy,24,Female,Platinum,2025-05-13,3855,2498,438,1357
332,Germany,26,Female,Silver,2024-05-26,2477,326,507,2151
333,Australia,59,Female,Platinum,2024-05-21,1770,1301,147,469
334,Malta,24,Male,Gold,2026-02-19,626,148,163,478
335,Brazil,55,Female,Silver,2025-05-02,462,212,471,250
336,Malta,48,Male,Bronze,2023-07-23,1227,391,548,836
337,Germany,24,Female,Bronze,2023-12-30,176,108,443,68
338,Canada,22,Male,Bronze,2024-09-19,448,264,116,184
339,Malta,27,Female,Platinum,2026-01-23,1356,1131,784,225
340,Italy,27,Male,Gold,2024-04-06,2551,2506,24,45
341,UK,27,Male,Silver,2026-07-20,2179,2127,481,52
342,Sweden,48,Female,Gold,2023-08-28,2765,2260,207,505
343,Malta,41,Female,Silver,2023-11-07,990,339,383,651
344,Italy,32,Female,Platinum,2026-06-18,1235,1076,111,159
345,Malta,43,Female,Bronze,2024-07-28,2875,1512,297,1363
346,India,55,Male,Silver,2026-03-25,3918,3152,28,766
347,India,22,Female,Platinum,2024-08-01,2571,270,581,2301
348,Brazil,60,Female,Platinum,2025-01-30,375,60,656,315
349,Spain,60,Male,Silver,2023-12-19,4290,1258,156,3032
350,Australia,35,Male,Silver,2026-03-11,3703,3371,499,332
351,Brazil,46,Male,Platinum,2023-12-28,4779,3887,251,892
352,Spain,37,Male,Platinum,2026-05-16,4813,2079,367,2734
353,India,25,Male,Platinum,2025-12-15,1035,911,119,124
354,Sweden,60,Female,Silver,2026-05-10,4782,4230,165,552
355,Germany,24,Male,Silver,2025-05-21,146,109,143,37
356,Sweden,19,Male,Silver,2023-10-13,2835,317,487,2518
357,Sweden,31,Female,Gold,2025-04-21,2029,1047,55,982
358,Italy,48,Female,Silver,2023-09-04,1950,1505,487,445
359,UK,49,Male,Silver,2026-03-10,2482,1265,223,1217
360,UK,58,Female,Platinum,2025-03-26,3038,918,404,2120
361,Sweden,42,Female,Gold,2025-10-31,2551,338,737,2213
362,Germany,38,Female,Platinum,2024-12-23,900,432,99,468
363,UK,25,Male,Silver,2025-01-26,2575,1709,96,866
364,Italy,52,Male,Gold,2023-08-14,2984,1078,706,1906
365,Germany,32,Female,Silver,2024-11-28,4698,3005,316,1693
366,Canada,50,Male,Silver,2026-03-31,4859,3158,484,1701
367,India,60,Female,Bronze,2026-01-29,2216,64,415,2152
368,Italy,24,Female,Silver,2024-09-04,1972,703,314,1269
369,Malta,57,Female,Platinum,2025-04-14,4499,1231,413,3268
370,UK,44,Female,Gold,2025-10-02,3863,3654,424,209
371,Malta,52,Female,Silver,2024-04-30,3769,324,791,3445
372,Germany,41,Female,Gold,2025-09-03,4901,2556,604,2345
373,India,36,Male,Gold,2025-06-18,4959,1191,281,3768
374,Brazil,19,Female,Bronze,2025-03-29,1427,853,311,574
375,UK,21,Male,Platinum,2024-01-15,1137,185,171,952
376,Spain,59,Female,Platinum,2025-03-06,1357,790,292,567
377,Canada,20,Male,Platinum,2023-09-10,3135,2496,725,639
378,India,28,Female,Silver,2026-05-12,1417,846,566,571
379,Sweden,33,Male,Platinum,2024-06-27,4408,96,435,4312
380,Italy,45,Male,Gold,2024-11-20,660,490,203,170
381,Malta,42,Male,Gold,2026-06-28,2689,1881,191,808
382,Italy,32,Male,Gold,2025-10-17,2719,94,199,2625
383,Sweden,18,Female,Bronze,2024-01-23,2709,421,629,2288
384,Sweden,49,Male,Platinum,2024-11-14,1482,263,130,1219
385,Italy,18,Male,Gold,2023-08-04,4936,1647,244,3289
386,Sweden,34,Male,Bronze,2025-04-09,4689,2091,575,2598
387,Brazil,25,Male,Platinum,2026-01-29,4052,1604,796,2448
388,Italy,33,Male,Platinum,2024-05-23,1877,1498,164,379
389,Australia,22,Male,Bronze,2025-12-08,4626,3711,190,915
390,Spain,54,Male,Silver,2025-09-24,1943,463,554,1480
391,Brazil,19,Male,Bronze,2024-11-01,3409,2873,27,536
392,Spain,52,Female,Platinum,2025-01-20,2048,739,678,1309
393,Canada,26,Female,Platinum,2025-01-06,3340,2871,616,469
394,Brazil,36,Male,Platinum,2023-08-25,135,65,166,70
395,Australia,29,Male,Platinum,2023-08-30,526,388,576,138
396,Australia,56,Female,Bronze,2024-04-09,903,647,528,256
397,India,19,Female,Gold,2023-07-23,877,255,145,622
398,Australia,26,Female,Silver,2024-05-15,1008,466,401,542
399,India,22,Female,Platinum,2024-06-24,2768,2095,238,673
400,Australia,45,Male,Bronze,2025-12-16,4285,3464,61,821
401,Italy,21,Female,Platinum,2024-08-24,3354,1982,593,1372
402,Germany,36,Female,Platinum,2024-01-29,2850,1682,200,1168
403,Malta,38,Female,Bronze,2026-03-10,535,178,333,357
404,Italy,42,Female,Gold,2024-02-05,4329,594,262,3735
405,Sweden,26,Male,Gold,2025-09-17,3276,3165,699,111
406,UK,24,Female,Silver,2025-08-01,4579,3895,328,684
407,Spain,36,Female,Platinum,2026-04-01,3281,2027,410,1254
408,Italy,50,Male,Bronze,2023-12-02,2025,1407,597,618
409,Sweden,57,Female,Silver,2026-07-06,4377,2806,617,1571
410,Spain,54,Male,Platinum,2026-03-10,2893,1130,761,1763
411,Sweden,49,Female,Gold,2024-10-25,778,578,97,200
412,Canada,43,Female,Bronze,2026-05-10,3595,2456,588,1139
413,Australia,35,Male,Platinum,2023-08-06,3181,112,222,3069
414,Italy,49,Female,Gold,2023-09-26,4068,1575,548,2493
415,Brazil,30,Male,Gold,2024-03-01,778,410,61,368
416,Brazil,28,Male,Silver,2024-01-30,1183,458,368,725
417,Canada,36,Female,Bronze,2023-08-02,3568,1369,288,2199
418,Sweden,57,Female,Gold,2024-08-14,663,432,733,231
419,Brazil,36,Female,Platinum,2026-06-12,3815,3192,238,623
420,India,26,Male,Platinum,2024-07-24,2389,664,163,1725
421,Sweden,31,Male,Bronze,2025-12-15,4529,2062,345,2467
422,Germany,18,Male,Bronze,2026-02-18,4619,3819,500,800
423,Italy,39,Female,Bronze,2025-04-02,2514,158,588,2356
424,Spain,40,Male,Silver,2024-07-07,2898,630,417,2268
425,Canada,55,Female,Bronze,2025-02-17,1429,60,162,1369
426,Italy,19,Female,Silver,2026-02-27,276,236,351,40
427,Italy,27,Male,Gold,2026-02-24,2185,1975,599,210
428,Germany,51,Female,Bronze,2023-09-15,463,81,261,382
429,UK,47,Male,Bronze,2026-06-23,573,286,638,287
430,Canada,20,Female,Gold,2025-07-18,2912,2132,684,780
